file,runs,pigz_level,sample_percent,simulation_engine,original_bytes,compressed_bytes,ratio,preprocess_avg_ms,secondary_compress_avg_ms,total_encode_avg_ms,total_decode_avg_ms,all_verified
"spnza_bricks_a_diff.dds",1,7,20,miniz,524416,371725,1.410763,10.800,85.416,96.216,89.080,true
"sponza_arch_diff.dds",1,7,20,miniz,524416,294449,1.781008,16.610,133.238,149.848,99.358,true
"sponza_ceiling_a_diff.dds",1,7,20,miniz,524416,366949,1.429125,32.493,100.937,133.430,181.164,true
"sponza_column_a_diff.dds",1,7,20,miniz,524416,372612,1.407405,17.638,580.928,598.566,197.656,true
"sponza_column_b_diff.dds",1,7,20,miniz,524416,393484,1.332751,24.288,182.914,207.201,162.210,true
"sponza_column_c_diff.dds",1,7,20,miniz,524416,399315,1.313289,42.085,123.767,165.852,109.112,true
"sponza_curtain_diff.dds",1,7,20,miniz,2097280,1510060,1.388872,118.167,280.500,398.667,150.969,true
"sponza_details_diff.dds",1,7,20,miniz,524416,320737,1.635034,12.616,127.296,139.912,116.893,true
"sponza_fabric_green_diff.dds",1,7,20,miniz,524416,325823,1.609512,19.621,150.428,170.049,177.182,true
"sponza_flagpole_diff.dds",1,7,20,miniz,524416,290666,1.804188,22.609,134.580,157.190,182.267,true
"sponza_floor_a_diff.dds",1,7,20,miniz,524416,367043,1.428759,118.671,148.709,267.380,92.677,true
"sponza_roof_diff.dds",1,7,20,miniz,524416,442637,1.184754,12.540,101.470,114.011,103.608,true
"un512.dds",1,7,20,miniz,131200,102630,1.278379,2.705,80.634,83.339,118.209,true
"vase_dif.dds",1,7,20,miniz,524416,383352,1.367975,32.482,89.841,122.322,113.230,true
"vase_hanging.dds",1,7,20,miniz,524416,292126,1.795171,33.895,141.667,175.562,69.904,true
"vase_round.dds",1,7,20,miniz,524416,370773,1.414386,8.138,100.352,108.490,81.790,true
"vector-streets.dds",1,7,20,miniz,32896,7632,4.310273,1.361,71.662,73.023,67.208,true
